Id,Collection,Type,Name,UserGroup,AgoraVolume,AgoraNumber,Text,PublishedNumber,Classification,Class,Deposit,Dimensions,Chronology,ChronologyRange,Sort,Sibling,Edges,Bibliography,Parent,AgoraLetter
Agora:Object:Agora XII:1526,Agora,Object,"Agora XII, no. 1526",Public,12,1526,"Fragmentary upper part.One-piece jar; flat-topped rim slightly undercut. Cooking ware. A series of very small holes was punched through the rim before firing. The graffito on the neck, five straight strokes, has been read as a tally.",AV 12.1526,"Dumped filling, ca 500 B.C.",Black and Plain Pottery | Pithos | Small Pithos | Black and Plain,T 24:3-U,,Context ca. 500 B.C.,-500,18+0000000001 Agora 0000000012:0000001526,Agora:Object:P 13869,1,,,
Agora:Object:Agora XII:1527,Agora,Object,"Agora XII, no. 1527",Public,12,1527,"Ovoid body on flaring ring foot; short wide neck with flat projecting rim. Heavy rolled handles set upright on the lower shoulder. Clay brownish, with dilute surfacing; glaze rather thin. The neck and handles glazed; on the body a broad band of glaze between two narrow; on the shoulder, groups of curved lines running up and down. Inside unglazed. Probably Eretrian.On another, fragmentary, from the same deposit, there is a wavy line in the handle-zone: P 16769 &lt;i&gt;Hesperia, ibid.,&lt;/i&gt; p. 330. A sample taken from this piece and one from &lt;b&gt;1529&lt;/b&gt; proved when studied in thin section to present the same mineralogi- cal characteristics and are distinctively non-Attic.",AV 12.1527,Black and Plain Pottery | Storage-Bin | Small or Medium-Sized Versions,Black and Plain Pottery | Storage-Bin | Small or Medium-Sized Versions,G 6:3-U,H. 0.305; diam. 0.285.,Context ca. 510-480 B.C.,-510;-480,18+0000000001 Agora 0000000012:0000001527,Agora:Object:P 2757,1,"&lt;i&gt;Hesperia,&lt;/i&gt; XV, 1946, pl. 67, 318 and p. 330.",Agora:Image:2012.50.0601,
Agora:Object:Agora XII:1528,Agora,Object,"Agora XII, no. 1528",Public,12,1528,Rim missing; to be restored as on &lt;b&gt;1529.&lt;/b&gt;Deep ovoid pot on flaring ring foot; handles rise from shoulder. Hard pinkish gray clay with buff surfacing; dull black glaze for banding as on &lt;b&gt;1527;&lt;/b&gt; a wavy line on the shoulder. Inside unglazed. Probably Eretrian.,AV 12.1528,Black and Plain Pottery | Storage-Bin | Small or Medium-Sized Versions,Black and Plain Pottery | Storage-Bin | Small or Medium-Sized Versions,C 19:9-U,,Context ca. 425-400 B.C.,-425;-400,18+0000000001 Agora 0000000012:0000001528,Agora:Object:P 18979,1,,,
Agora:Object:Agora XII:1529,Agora,Object,"Agora XII, no. 1529",Public,12,1529,"Low vertical rim; for the shape and banding compare &lt;b&gt;1528;&lt;/b&gt; the foot smaller, the banding narrower. Hard purplish clay, buff surfacing. Inside unglazed. Probably Eretrian.",AV 12.1529,Black and Plain Pottery | Storage-Bin | Small or Medium-Sized Versions,Black and Plain Pottery | Storage-Bin | Small or Medium-Sized Versions,,H. 0.30; diam. 0.294.,Last quarter of 5th c. B.C. (?),-425;-401,18+0000000001 Agora 0000000012:0000001529,Agora:Object:P 9630,1,,Agora:Image:2009.05.0044,
Agora:Object:Agora XII:1530,Agora,Object,"Agora XII, no. 1530",Public,12,1530,"Bottom missing.Low vertical rim; rising rolled handles with knobs to either side. Pinkish brown clay with dilute surfacing. Glaze, thin brown to black, on the rim and just below, inside and out; also on the handles, the knobs and for a triple band below the handle-zone. On the shoulder, a large palm-tree between verticals. Probably Eretrian.",AV 12.1530,Black and Plain Pottery | Storage-Bin | Small or Medium-Sized Versions,Black and Plain Pottery | Storage-Bin | Small or Medium-Sized Versions,Q 15:2,,Context ca. 420-400 B.C.,-420;-400,18+0000000001 Agora 0000000012:0000001530,Agora:Object:P 23880,1,,,
Agora:Object:Agora XII:1531,Agora,Object,"Agora XII, no. 1531",Public,12,1531,"Fragments of rim, shoulder and walls.The shape as &lt;b&gt;1530;&lt;/b&gt; larger. Hard red clay with red sur- facing; the glaze dark red. Glazed on the rim, for a triple band below the shoulder and a wavy line on the lower wall; on the shoulder, large honeysuckle flowers alternating with groups of wavy lines. Corinthian red.",AV 12.1531,Black and Plain Pottery | Storage-Bin | Small or Medium-Sized Versions,Black and Plain Pottery | Storage-Bin | Small or Medium-Sized Versions,E 6:3,Diam. at lip est. &lt;i&gt;ca.&lt;/i&gt; 0.20.,Context 4th c. B.C.,-400;-300,18+0000000001 Agora 0000000012:0000001531,Agora:Object:P 8598,1,,,
Agora:Object:Agora XII:1532,Agora,Object,"Agora XII, no. 1532",Public,12,1532,"Fragmentary, lacking most of the lower part and the handles except the attachments. Flat-topped projecting rim, short wide neck. Attic house- hold ware, dilute surfacing. Red glaze on the rim and for a pair of bands at the shoulder. Glaze wash inside on neck only.For the shape cf. &lt;b&gt;1527.&lt;/b&gt;",AV 12.1532,Black and Plain Pottery | Storage-Bin | Small or Medium-Sized Versions,Black and Plain Pottery | Storage-Bin | Small or Medium-Sized Versions,C 9:6,Diam. as restored 0.435.,Context ca. 450 B.C.,-450,18+0000000001 Agora 0000000012:0000001532,Agora:Object:P 8535,1,"&lt;i&gt;Hesperia,&lt;/i&gt; Suppl. V, 1941, p. 139, fig. 65.",Agora:Image:2012.51.0512,
Agora:Object:Agora XII:1533,Agora,Object,"Agora XII, no. 1533",Public,12,1533,"Squat ovoid body on ring foot; flaring rim with interior flange; rolled handles. Attic household ware; glaze wash inside, and traces of a glaze band below the handles.On a somewhat more slender example in the National Museum, Athens 2593, the conical lid, similar to &lt;b&gt;1558,&lt;/b&gt; is preserved; close, but the lid missing, Athens, Acropolis Museum from the Syntagma cemetery: Ἐφ., 1958, p. 93, fig. 159 (Grave LIX = 79, 1).",AV 12.1533,Black and Plain Pottery | Storage-Bin | Small or Medium-Sized Versions,Black and Plain Pottery | Storage-Bin | Small or Medium-Sized Versions,H 7:1,H. 0.22; diam. 0.28.,Context ca. 435-425 B.C.,-435;-425,18+0000000001 Agora 0000000012:0000001533,Agora:Object:P 4864,1,"&lt;i&gt;Hesperia,&lt;/i&gt; XXVII, 1958, pl. 48 a and p. 197, note 75; &lt;i&gt;J.H.S.,&lt;/i&gt; LXXXII, 1962, pl. IV, 1, at back.",Agora:Image:2012.55.1441,
Agora:Object:Agora XII:1534,Agora,Object,"Agora XII, no. 1534",Public,12,1534,"Deep ovoid body on ring foot; flaring rim with interior flange; two rolled handles set high on shoulder and pressed against rim. Attic household ware; glaze wash inside, for a band around the shoulder and over the tops of the handles.On P 11787 a, also from H 12:6, and noted, &lt;i&gt;loc. cit.,&lt;/i&gt; the rim is somewhat deeper and the handles more practicable; the glaze band at the shoulder is broad.Restored in plaster",AV 12.1534,Black and Plain Pottery | Storage-Bin | Small or Medium-Sized Versions,Black and Plain Pottery | Storage-Bin | Small or Medium-Sized Versions,H 12:6,,Context ca. 425-400 B.C.,-425;-400,18+0000000001 Agora 0000000012:0000001534,Agora:Object:P 11788,1,,Agora:Image:2016.01.0017,
Agora:Object:Agora XII:1535,Agora,Object,"Agora XII, no. 1535",Public,12,1535,"Plump body on low ring foot; very low vertical rim; rolled handles rising well above the rim. Brown to buff household ware, probably Attic. Glaze for a band around the top of the shoulder, over the tops of the handles, for three narrow bands around the shoulder and on the foot. Inside unglazed save for a few smears.",AV 12.1535,Black and Plain Pottery | Storage-Bin | Small or Medium-Sized Versions,Black and Plain Pottery | Storage-Bin | Small or Medium-Sized Versions,H 12:6,H. 0.192; diam. 0.212.,Context ca. 425-400 B.C.,-425;-400,18+0000000001 Agora 0000000012:0000001535,Agora:Object:P 11786,1,,Agora:Image:2016.04.0038,
Agora:Object:Agora XII:1536,Agora,Object,"Agora XII, no. 1536",Public,12,1536,"Deep ovoid body, ring foot, low vertical rim with exterior flange; small rolled handles set high on the shoulder. Attic household ware. Glaze wash inside, on rim and on foot; a single band around the shoulder.",AV 12.1536,Black and Plain Pottery | Storage-Bin | Small or Medium-Sized Versions,Black and Plain Pottery | Storage-Bin | Small or Medium-Sized Versions,Q 15:2,H. 0.285; diam. &lt;i&gt;ca.&lt;/i&gt; 0.28.,Context ca. 420-400 B.C.,-420;-400,18+0000000001 Agora 0000000012:0000001536,Agora:Object:P 24181,1,,Agora:Drawing:DA 8101,
Agora:Object:Agora XII:1537,Agora,Object,"Agora XII, no. 1537",Public,12,1537,"Plump ovoid body, ring foot; low vertical rim with broad projecting flange; rolled handles. Corinthian red; dull buff slip. Thin brownish black glaze on flange and for two broad bands below the handles; on the shoulder, ivy garland.",AV 12.1537,Black and Plain Pottery | Storage-Bin | Small or Medium-Sized Versions,Black and Plain Pottery | Storage-Bin | Small or Medium-Sized Versions,F 11:2-U,H. 0.31; diam. 0.23.,Context second half of 4th c. B.C.,-350;-300,18+0000000001 Agora 0000000012:0000001537,Agora:Object:P 3563,1,,Agora:Image:2009.05.0044,
Agora:Object:Agora XII:1538,Agora,Object,"Agora XII, no. 1538",Public,12,1538,"Upper part only.Vertical rim, broad rounded shoulder, rolled handles with knobs to either side of the attachments. Cooking ware.The fragment of another similar, from the same deposit, P 11387, carries on the shoulder a graffito, the letter Ε followed by four straight strokes, read as a tally of the capacity, with summation, that is, five units: &lt;i&gt;Hesperia,&lt;/i&gt; XXV, 1956, p. 5, 13 (Lang).",AV 12.1538,Black and Plain Pottery | Storage-Bin | Large Versions and Related Shapes,Black and Plain Pottery | Storage-Bin | Large Versions and Related Shapes,R 13:4,Diam. at rim 0.24; below handles 0.475.,Context ca. 440-425 B.C.,-440;-425,18+0000000001 Agora 0000000012:0000001538,Agora:Object:P 2519,1,"&lt;i&gt;Hesperia,&lt;/i&gt; IV, 1935, p. 514, 84.",Agora:Image:2012.23.0290,
Agora:Object:Agora XII:1539,Agora,Object,"Agora XII, no. 1539",Public,12,1539,"Rim diam. est. 0.215. Rim fragment.From a jar similar to &lt;b&gt;1538&lt;/b&gt; in shape and fabric, but with a continuous curve from rim to shoulder.Context &lt;i&gt;ca.&lt;/i&gt; 430-400 B.C.",AV 12.1539,Black and Plain Pottery | Storage-Bin | Large Versions and Related Shapes,Black and Plain Pottery | Storage-Bin | Large Versions and Related Shapes,R 13:1,,Context ca. 430-400 B.C.,-430;-400,18+0000000001 Agora 0000000012:0000001539,Agora:Object:P 9232,1,,Agora:Drawing:DA 7874,
Agora:Object:Agora XII:1540,Agora,Object,"Agora XII, no. 1540",Public,12,1540,"Upper part only; the handles missing save for the attachments of one.Vertical rim, broad rounded shoulder. Coarse sandy pinkish buff clay with lighter surfacing; dull black glaze on rim and for a broad band between two narrow at the shoul- der. Unglazed inside. Non-Attic.Cf. the fragment P 21925 N 7:3 &lt;i&gt;Hesperia,&lt;/i&gt; XXII, 1953, pl. 30, 83; wavy line on shoulder.",AV 12.1540,Black and Plain Pottery | Storage-Bin | Large Versions and Related Shapes,Black and Plain Pottery | Storage-Bin | Large Versions and Related Shapes,B 15:1,H. pres. 0.238; diam. at rim 0.222.,Context ca. 425-400 B.C.,-425;-400,18+0000000001 Agora 0000000012:0000001540,Agora:Object:P 11011,1,"&lt;i&gt;Hesperia,&lt;/i&gt; XVIII, 1949, pl. 97, 93.",,
Agora:Object:Agora XII:1541,Agora,Object,"Agora XII, no. 1541",Public,12,1541,"Wide-shouldered ovoid jar, the walls tapering to a high flaring ring foot; low vertical rim; rolled handles with pointed knobs to either side of the attachments; the handle-zone marked off by wheelrun grooves. Wheelmade of red cooking ware with thin dark gray core: highly micaceous. Uncertain fabric.Graffiti on the shoulder, on one side Η, on the other side in somewhat larger letters, ΡΗΗ. Miss Lang, &lt;i&gt;loc. cit.,&lt;/i&gt; commented that these numbers, ""although they appear to say something about the jar, do not fit into any of our categories, mostly because the jar itself is so different.""",AV 12.1541,Black and Plain Pottery | Storage-Bin | Large Versions and Related Shapes,Black and Plain Pottery | Storage-Bin | Large Versions and Related Shapes,R 11:3,,Context ca. 450-425 B.C.,-450;-425,18+0000000001 Agora 0000000012:0000001541,Agora:Object:P 23681,1,,Agora:Image:2012.56.0682,
Agora:Object:Agora XII:1542,Agora,Object,"Agora XII, no. 1542",Public,12,1542,"Foot missing.Wide-shouldered jar, the lower part fragmentary; the spring of the substantial ring foot remains. Low vertical rim; two broad pierced handles rise above the rim. Corinthian tile fabric, smooth creamy surfacing.Cf., from Corinth, somewhat smaller and with a low ring foot, C-34-936: &lt;i&gt;Hesperia,&lt;/i&gt; VI, 1937, p. 302, fig. 34, 196.",AV 12.1542,Black and Plain Pottery | Storage-Bin | Large Versions and Related Shapes,Black and Plain Pottery | Storage-Bin | Large Versions and Related Shapes,R 11:3,,Context ca. 450-425 B.C.,-450;-425,18+0000000001 Agora 0000000012:0000001542,Agora:Object:P 23682,1,,Agora:Image:2012.56.0374,
Agora:Object:Agora XII:1543,Agora,Object,"Agora XII, no. 1543",Public,12,1543,"Fragmentary upper part.One-piece neck and shoulder with a broad flange below the vertical rim. No trace of handles. Cooking ware.Elaborate rims are uncommon in Attic hand-finished cooking-ware pots; cf. the amphora &lt;b&gt;1459,&lt;/b&gt; Pl. 61. For a somewhat similar shape in Corinthian tile fabric, see C-34- 936a: &lt;i&gt;Hesperia,&lt;/i&gt; VI, 1937, p. 302, fig. 34, 197; this piece with a lid like &lt;b&gt;1546.&lt;/b&gt;",AV 12.1543,Black and Plain Pottery | Storage-Bin | Large Versions and Related Shapes,Black and Plain Pottery | Storage-Bin | Large Versions and Related Shapes,C 19:10-L,,Context ca. 425-400 B.C.,-425;-400,18+0000000001 Agora 0000000012:0000001543,Agora:Object:P 18832,1,,Agora:Drawing:DA 8043,
Agora:Object:Agora XII:1544,Agora,Object,"Agora XII, no. 1544",Public,12,1544,"Rim, shoulder and one handle.Large, heavy-walled storage jar. Low vertical rim, rolled handle. Handmade of gritty red clay covered inside and out with a thick light buff slip. Above the handle, around the shoulder, an irregular band of unbaked clay. Non-Attic.Possibly flat-bottomed; cf. &lt;b&gt;1742,&lt;/b&gt; Pl. 81.",AV 12.1544,Black and Plain Pottery | Storage-Bin | Large Versions and Related Shapes,Black and Plain Pottery | Storage-Bin | Large Versions and Related Shapes,H 12:15-U,,"Context, ca. 520-480 B.C.",-520;-480,18+0000000001 Agora 0000000012:0000001544,Agora:Object:P 23384,1,,Agora:Drawing:DA 7869,
Agora:Object:Agora XII:1545,Agora,Object,"Agora XII, no. 1545",Public,12,1545,Rim and shoulder fragment.Broad projecting flange. Sandy red to buff clay; reddish glaze on rim and flange only. Probably non-Attic.For the profile cf. &lt;b&gt;1537.&lt;/b&gt;,AV 12.1545,Black and Plain Pottery | Storage-Bin | Large Versions and Related Shapes,Black and Plain Pottery | Storage-Bin | Large Versions and Related Shapes,Q 16:1,H. pres. 0.095.,Context late 4th c. B.C.,-325;-300,18+0000000001 Agora 0000000012:0000001545,Agora:Object:P 26662,1,,Agora:Drawing:DA 7875,
Agora:Object:Agora XII:1546,Agora,Object,"Agora XII, no. 1546",Public,12,1546,"Flat-topped lid with deep downturned rim; substantial strap handle. Corinthian tile fabric, creamy surfacing. Painted near the handle in grayish glaze: Λ.The typical lid for vertical-rimmed jars. For potters' marks on lids, see p. 178.",AV 12.1546,Black and Plain Pottery | Storage-Bin | Large Versions and Related Shapes,Black and Plain Pottery | Storage-Bin | Large Versions and Related Shapes,B 13:5,H. with handle 0.082; diam. 0.224.,Context ca. 425-400 B.C.,-425;-400,18+0000000001 Agora 0000000012:0000001546,Agora:Object:P 10001,1,,,
Agora:Object:Agora XII:1547,Agora,Object,"Agora XII, no. 1547",Public,12,1547,"Fragment from side with part of rim and one handle.Rim flanged outside; cup handle. Firm lustrous glaze inside; outside, on rim and handle and for band below handle.For the set of the handle and the finish compare the lekane from the same deposit, &lt;b&gt;1781,&lt;/b&gt; Pl. 83.",AV 12.1547,Black and Plain Pottery | Household Lekanis,Black and Plain Pottery | Household Lekanis,H 12:15-U,,Context ca. 520-480 B.C.,-520;-480,18+0000000001 Agora 0000000012:0000001547,Agora:Object:P 23345,1,,,
Agora:Object:Agora XII:1548,Agora,Object,"Agora XII, no. 1548",Public,12,1548,Rim fragment of household lekanis.High plain rim; the wall below thickened outside by the addition of a broad raised band. Glazed inside only. Ostrakon of Themistokles (482 B.C.).,AV 12.1548,Black and Plain Pottery | Household Lekanis,Black and Plain Pottery | Household Lekanis,,,482 B.C.,-482,18+0000000001 Agora 0000000012:0000001548,Agora:Object:P 16759,1,,Agora:Drawing:DA 7953,
Agora:Object:Agora XII:1549,Agora,Object,"Agora XII, no. 1549",Public,12,1549,"Heavy flaring ring foot, steep nearly vertical walls; rim flanged outside; strap handles with ribbon ends. Good glaze on interior, rim and handles; also on foot and for band around wall; band, circle and central circle and dot beneath.Similar banded undersides are common in late archaic black; see, e.g. the Attic-type skyphoi, &lt;b&gt;338-340,&lt;/b&gt; Pl. 16, or the cup-skyphos, &lt;b&gt;577,&lt;/b&gt; Pl. 25.",AV 12.1549,Black and Plain Pottery | Household Lekanis,Black and Plain Pottery | Household Lekanis,D 15:1,H. 0.091; diam. at rim 0.14.,Context ca. 500-480 B.C.,-500;-480,18+0000000001 Agora 0000000012:0000001549,Agora:Object:P 11052,1,,Agora:Drawing:DA 8095,
Agora:Object:Agora XII:1550,Agora,Object,"Agora XII, no. 1550",Public,12,1550,"Similar to &lt;b&gt;1549&lt;/b&gt; but larger and heavier. Glazed inside; glaze wash outside. Beneath, three bands of thin glaze.Cf. Agora XII, no. 1550.",AV 12.1550,Black and Plain Pottery | Household Lekanis,Black and Plain Pottery | Household Lekanis,H 6:5,H. 0.16; diam. 0.259.,Context ca. 470-460 B.C.,-470;-460,18+0000000001 Agora 0000000012:0000001550,Agora:Object:P 5155,1,"&lt;i&gt;Hesperia,&lt;/i&gt; V, 1936, p. 343, fig. 10.",Agora:Image:2012.25.0120,
Agora:Object:Agora XII:1551,Agora,Object,"Agora XII, no. 1551",Public,12,1551,"Slightly flaring ring foot, rim flanged outside; strap hand- les, the attachments only preserved. Clay soft, the surface much flaked; no remains of glaze.Possibly this piece was intended for glazing; compare the black lekanides and covered bowls, Pl. 42.",AV 12.1551,Black and Plain Pottery | Household Lekanis,Black and Plain Pottery | Household Lekanis,F 19:4,,Context ca. 490-450 B.C.,-490;-450,18+0000000001 Agora 0000000012:0000001551,Agora:Object:P 16045,1,,,
Agora:Object:Agora XII:1552,Agora,Object,"Agora XII, no. 1552",Public,12,1552,"About half the wall and rim with the root of one strap handle. Rim flanged outside. Glazed inside, on rim and for a band below handles; good quality fabric.",AV 12.1552,Black and Plain Pottery | Household Lekanis,Black and Plain Pottery | Household Lekanis,N 21:7,,Context ca. 450-420 B.C.,-450;-420,18+0000000001 Agora 0000000012:0000001552,Agora:Object:P 15049,1,,Agora:Drawing:DA 8041,
Agora:Object:Agora XII:1553,Agora,Object,"Agora XII, no. 1553",Public,12,1553,"Fragmentary lekanis and lid; much missing, including top of lid and all of lower part of bowl.Rim flanged outside; strap handle. Shallow convex lid with downturned rim. Reddish clay, somewhat gritty; light creamy surfacing or slip. Red glaze on rim; interior, inside and outside of bowl and top of lid glaze-banded. Non-Attic.",AV 12.1553,Black and Plain Pottery | Household Lekanis,Black and Plain Pottery | Household Lekanis,B 13:5,Diam. of lid 0.235.,Context ca. 425-400 B.C.,-425;-400,18+0000000001 Agora 0000000012:0000001553,Agora:Object:P 10943,1,,,
Agora:Object:Agora XII:1554,Agora,Object,"Agora XII, no. 1554",Public,12,1554,"Lekanis and fragments of lid (not illustrated).Open bowl on small ring foot; rim flanged outside; narrow strap handles with long ribbon ends. Convex lid with down- turned rim. Clean hard red clay with gray core; carefully surfaced. Banded bichrome decoration; the glaze fired black outside; inside and on the lid, red. Outside, glaze on the rim and for a band around the wall; inside, on the wall two broad glaze bands, the space between filled with white, and a ring of glaze at the center of the floor. On the lid fragments, red glaze around the outer edge of the rim, set off above by a line of white. East Greek (?).Somewhat similar fabric and banding, the small amphora &lt;b&gt;1474,&lt;/b&gt; Pl. 62; cf. also the banded bichrome bowls from Cyprus, e.g. &lt;i&gt;S.C.E.,&lt;/i&gt; II, pl. 45,2 and pl. 121, 7 (Marion Tomb 23-7).",AV 12.1554,Black and Plain Pottery | Household Lekanis,Black and Plain Pottery | Household Lekanis,A-B 21-22:1,,Context ca. 420-390 B.C.,-420;-390,18+0000000001 Agora 0000000012:0000001554,Agora:Object:P 16969,1,,,
Agora:Object:Agora XII:1555,Agora,Object,"Agora XII, no. 1555",Public,12,1555,"Lekanis and lid. Open bowl on disc foot; plain rim with interior flange, strap handles. Shallow conical lid with plain edge and low inverted-cone knob. Thin streaky red to black glaze wash on interior and over most of top of lid; outside unglazed.The characteristic Attic household lekanis for the second half of the 5th century, particularly numerous in deposits of the last quarter. Others published, all from B 15:1: P 11004 &lt;i&gt;Hesperia,&lt;/i&gt; XVIII, 1949, pl. 96, 87; XXVII, 1958, pl. 48 f and p. 205, note 35, shown with lid P 11787 b (not P 11007); &lt;i&gt;Pots&lt;/i&gt; &lt;i&gt;and Pans,&lt;/i&gt; fig. 43, center; &lt;i&gt;J.H.S.,&lt;/i&gt; LXXXII, 1962, pl. IV, 3: ring foot and double-rolled handles; the largest of the in- ventoried examples; diam. &lt;i&gt;ca.&lt;/i&gt; 0.25. P 11007 &lt;i&gt;Hesperia,&lt;/i&gt; XVIII, 1949, pl. 97, 90; lid only, the knob very heavy and coarsely made. P 11008 &lt;i&gt;ibid.,&lt;/i&gt; p. 334, 91. Cf. also the smaller version P 11005-6 &lt;i&gt;ibid.,&lt;/i&gt; p. 334, 88, 89; &lt;i&gt;J.H.S.,&lt;/i&gt; LXXXII, 1962, pl. IV, 3, right and left.",AV 12.1555,Black and Plain Pottery | Household Lekanis,Black and Plain Pottery | Household Lekanis,H 12:6,H. without lid 0.074; diam. 0.172; H. with lid 0.11.,Context ca. 425-400 B.C.,-425;-400,18+0000000001 Agora 0000000012:0000001555,Agora:Object:P 11782,1,"&lt;i&gt;Pots and Pans,&lt;/i&gt; fig. 43, left.",Agora:Image:2016.04.0072,
Agora:Object:Agora XII:1556,Agora,Object,"Agora XII, no. 1556",Public,12,1556,"Low ring foot, rim flanged inside; stubby strap handles sloping down slightly from the attachments. Pale buff clay with traces of glaze on rim and interior. Probably Corinthian.",AV 12.1556,Black and Plain Pottery | Household Lekanis,Black and Plain Pottery | Household Lekanis,G 16:1,,Context ca. 410-390 B.C.,-410;-390,18+0000000001 Agora 0000000012:0000001556,Agora:Object:P 844,1,,,
Agora:Object:Agora XII:1557,Agora,Object,"Agora XII, no. 1557",Public,12,1557,"Ring foot; the wall roughly profiled to give a flaring rim, flanged inside. Strap handles smeared on to the wall. Brown glaze wash inside, on the top of the rim and run over on to the tops of the handles.",AV 12.1557,Black and Plain Pottery | Household Lekanis,Black and Plain Pottery | Household Lekanis,C 11:3,H. 0.075; diam. 0.195.,"Context, early 4th c. B.C.",-400;-375,18+0000000001 Agora 0000000012:0000001557,Agora:Object:P 7072,1,,,
Agora:Object:Agora XII:1558,Agora,Object,"Agora XII, no. 1558",Public,12,1558,"Steep conical lid, the knob an inverted cone. Thin glaze on top with two roughly reserved bands; glaze on upper edge of knob.Similar lids, see under &lt;b&gt;1555.&lt;/b&gt;",AV 12.1558,Black and Plain Pottery | Household Lekanis,Black and Plain Pottery | Household Lekanis,M 20:3-L,H. 0.068; diam. 0.204.,Context ca. 420-400 B.C.,-420;-400,18+0000000001 Agora 0000000012:0000001558,Agora:Object:P 10107,1,,,
Agora:Object:Agora XII:1559,Agora,Object,"Agora XII, no. 1559",Public,12,1559,"Small convex lid with deep downturned rim, the knob an inverted cone. Glaze wash on top and on knob, a narrow reserved and banded zone near the top.Probably for a small pot of storage-bin shape; see the banded example, complete with its jar, Rhodes 14164: &lt;i&gt;Cl. Rh.,&lt;/i&gt; VI-VII, p. 447, fig. 1, upper right (Grave X-6).",AV 12.1559,Black and Plain Pottery | Household Lekanis,Black and Plain Pottery | Household Lekanis,B 19:7,,Context ca. 430-410 B.C.,-430;-410,18+0000000001 Agora 0000000012:0000001559,Agora:Object:P 18922,1,,,
Agora:Object:Agora XII:1560,Agora,Object,"Agora XII, no. 1560",Public,12,1560,"Deep convex lid with downturned rim; roughly made knob an inverted cone. Unglazed; wheel-grooves prominent.Cf. for this and the following the example in Winterthur, set on a bell-krater used as a burial urn: Bloesch, &lt;i&gt;AKW,&lt;/i&gt; pl. 7, 33; &lt;i&gt;Hesperia,&lt;/i&gt; XXXV, 1966, pl. 72, 6 (Vanderpool). See also, from the Kerameikos, HS 60, a burial urn inscribed with the owner's name; the lid is somewhat steeper and coarser than &lt;b&gt;1560&lt;/b&gt;.",AV 12.1560,Black and Plain Pottery | Household Lekanis,Black and Plain Pottery | Household Lekanis,M 20:3-L,H. 0.09; diam. 0.245.,Context ca. 420-400 B.C.,-420;-400,18+0000000001 Agora 0000000012:0000001560,Agora:Object:P 9447,1,,,
Agora:Object:Agora XII:1561,Agora,Object,"Agora XII, no. 1561",Public,12,1561,Deep convex lid with downturned rim; upper edge of inverted-cone knob grooved. Unglazed.,AV 12.1561,Black and Plain Pottery | Household Lekanis,Black and Plain Pottery | Household Lekanis,C 12:2,H. 0.076; diam. 0.178.,Context ca. 375-325 B.C.,-375;-325,18+0000000001 Agora 0000000012:0000001561,Agora:Object:P 8306,1,,,
Agora:Object:Agora XII:1562,Agora,Object,"Agora XII, no. 1562",Public,12,1562,"Flattened bottom, small loop handle. Steep domed lid with flat-topped knob. Household ware.",AV 12.1562,Black and Plain Pottery | Vases from Sacrificial Pyres | Lopadion,Black and Plain Pottery | Vases from Sacrificial Pyres | Lopadion,F 5:2,H. with lid 0.077.,End of 4th c. B.C.,-325;-300,18+0000000001 Agora 0000000012:0000001562,Agora:Object:P 9726,1,,Agora:Image:2012.56.0513,
Agora:Object:Agora XII:1563,Agora,Object,"Agora XII, no. 1563",Public,12,1563,"Flat bottom, steep walls, small loop handle. Shallow lid with flat-topped knob. Household ware.",AV 12.1563,Hellenistic Pottery and Wheelmade Table Ware | Votives And Other Vessels For Religious Use | Vessels From Ritual Pyres | Lopadion,Black and Plain Pottery | Vases from Sacrificial Pyres | Lopadion,F 5:2,H. with lid 0.04.,End of 4th c. B.C.,-325;-300,18+0000000001 Agora 0000000012:0000001563,Agora:Object:P 9724,1,,Agora:Image:2012.78.1530,
Agora:Object:Agora XII:1564,Agora,Object,"Agora XII, no. 1564",Public,12,1564,"Flattened bottom, small loop handle. Shallow domed lid with flat-topped knob. Household ware.",AV 12.1564,Black and Plain Pottery | Vases from Sacrificial Pyres | Lopadion,Black and Plain Pottery | Vases from Sacrificial Pyres | Lopadion,C 17:2,,First quarter of 3rd c. B.C.,-300;-275,18+0000000001 Agora 0000000012:0000001564,Agora:Object:P 18476,1,,Agora:Image:2013.09.0014,
Agora:Object:Agora XII:1565,Agora,Object,"Agora XII, no. 1565",Public,12,1565,"Shallow bowl with gently rounded underside; rim lightly flanged inside; domed lid with plain rim, broad low knob concave on top. Clean thin fabric; brown glaze wash inside bowl.One of a pair with P 19053 &lt;i&gt;ibid.,&lt;/i&gt; Pyre 4-10.",AV 12.1565,Black and Plain Pottery | Vases from Sacrificial Pyres | Covered Bowl | Special Shape,Black and Plain Pottery | Vases from Sacrificial Pyres | Covered Bowl | Special Shape,B 18:1,,Ca. 350-325 B.C.,-350;-325,18+0000000001 Agora 0000000012:0000001565,Agora:Object:P 19054,1,,Agora:Image:2018.06.2226,
